video_id,augmented,env,band,sequence_path,low_quality,valid_ratio,mean_visibility,longest_dropout,split
Side-6086-5,False,outdoor,4_6,processed_videos\sequences\Side-6086-5__outdoor__4_6.npz,False,1.0,0.9058857162793478,0,train
Side-6086-5,True,outdoor,4_6,processed_videos\sequences\Side-6086-5__gaussian__outdoor__4_6.npz,False,1.0,0.9058857162793478,0,train
Side-6086-5,True,outdoor,4_6,processed_videos\sequences\Side-6086-5__timewarp__outdoor__4_6.npz,False,1.0,0.9058857162793478,0,train
Side-6086-5,True,outdoor,4_6,processed_videos\sequences\Side-6086-5__jitter__outdoor__4_6.npz,False,1.0,0.9058857162793478,0,train
Side-6086-5,True,outdoor,4_6,processed_videos\sequences\Side-6086-5__dropout__outdoor__4_6.npz,False,1.0,0.9058857162793478,0,train
Backside-8895-16,False,outdoor,6_8,processed_videos\sequences\Backside-8895-16__outdoor__6_8.npz,False,1.0,0.8624216814835867,0,train
Backside-8895-16,True,outdoor,6_8,processed_videos\sequences\Backside-8895-16__gaussian__outdoor__6_8.npz,False,1.0,0.8624216814835867,0,train
Backside-8895-16,True,outdoor,6_8,processed_videos\sequences\Backside-8895-16__timewarp__outdoor__6_8.npz,False,1.0,0.8624216814835867,0,train
Backside-8895-16,True,outdoor,6_8,processed_videos\sequences\Backside-8895-16__jitter__outdoor__6_8.npz,False,1.0,0.8624216814835867,0,train
Backside-8895-16,True,outdoor,6_8,processed_videos\sequences\Backside-8895-16__dropout__outdoor__6_8.npz,False,1.0,0.8624216814835867,0,train
Backside-8896-14,False,outdoor,6_8,processed_videos\sequences\Backside-8896-14__outdoor__6_8.npz,False,1.0,0.8735558489958445,0,test
Backside-8896-14,True,outdoor,6_8,processed_videos\sequences\Backside-8896-14__gaussian__outdoor__6_8.npz,False,1.0,0.8735558489958445,0,test
Backside-8896-14,True,outdoor,6_8,processed_videos\sequences\Backside-8896-14__timewarp__outdoor__6_8.npz,False,1.0,0.8735558489958445,0,test
Backside-8896-14,True,outdoor,6_8,processed_videos\sequences\Backside-8896-14__jitter__outdoor__6_8.npz,False,1.0,0.8735558489958445,0,test
Backside-8896-14,True,outdoor,6_8,processed_videos\sequences\Backside-8896-14__dropout__outdoor__6_8.npz,False,1.0,0.8735558489958445,0,test
Backside-8896-9,False,outdoor,6_8,processed_videos\sequences\Backside-8896-9__outdoor__6_8.npz,False,1.0,0.8587332367897034,0,train
Backside-8896-9,True,outdoor,6_8,processed_videos\sequences\Backside-8896-9__gaussian__outdoor__6_8.npz,False,1.0,0.8587332367897034,0,train
Backside-8896-9,True,outdoor,6_8,processed_videos\sequences\Backside-8896-9__timewarp__outdoor__6_8.npz,False,1.0,0.8587332367897034,0,train
Backside-8896-9,True,outdoor,6_8,processed_videos\sequences\Backside-8896-9__jitter__outdoor__6_8.npz,False,1.0,0.8587332367897034,0,train
Backside-8896-9,True,outdoor,6_8,processed_videos\sequences\Backside-8896-9__dropout__outdoor__6_8.npz,False,1.0,0.8587332367897034,0,train
Side-6084-18,False,outdoor,6_8,processed_videos\sequences\Side-6084-18__outdoor__6_8.npz,False,1.0,0.94863361120224,0,train
Side-6084-18,True,outdoor,6_8,processed_videos\sequences\Side-6084-18__gaussian__outdoor__6_8.npz,False,1.0,0.94863361120224,0,train
Side-6084-18,True,outdoor,6_8,processed_videos\sequences\Side-6084-18__timewarp__outdoor__6_8.npz,False,1.0,0.94863361120224,0,train
Side-6084-18,True,outdoor,6_8,processed_videos\sequences\Side-6084-18__jitter__outdoor__6_8.npz,False,1.0,0.94863361120224,0,train
Side-6084-18,True,outdoor,6_8,processed_videos\sequences\Side-6084-18__dropout__outdoor__6_8.npz,False,1.0,0.94863361120224,0,train
Side-6085-10,False,outdoor,6_8,processed_videos\sequences\Side-6085-10__outdoor__6_8.npz,False,1.0,0.9487821161746979,0,test
Side-6085-10,True,outdoor,6_8,processed_videos\sequences\Side-6085-10__gaussian__outdoor__6_8.npz,False,1.0,0.9487821161746979,0,test
Side-6085-10,True,outdoor,6_8,processed_videos\sequences\Side-6085-10__timewarp__outdoor__6_8.npz,False,1.0,0.9487821161746979,0,test
Side-6085-10,True,outdoor,6_8,processed_videos\sequences\Side-6085-10__jitter__outdoor__6_8.npz,False,1.0,0.9487821161746979,0,test
Side-6085-10,True,outdoor,6_8,processed_videos\sequences\Side-6085-10__dropout__outdoor__6_8.npz,False,1.0,0.9487821161746979,0,test
Side-6085-15,False,outdoor,6_8,processed_videos\sequences\Side-6085-15__outdoor__6_8.npz,False,1.0,0.8433513740698496,0,train
Side-6085-15,True,outdoor,6_8,processed_videos\sequences\Side-6085-15__gaussian__outdoor__6_8.npz,False,1.0,0.8433513740698496,0,train
Side-6085-15,True,outdoor,6_8,processed_videos\sequences\Side-6085-15__timewarp__outdoor__6_8.npz,False,1.0,0.8433513740698496,0,train
Side-6085-15,True,outdoor,6_8,processed_videos\sequences\Side-6085-15__jitter__outdoor__6_8.npz,False,1.0,0.8433513740698496,0,train
Side-6085-15,True,outdoor,6_8,processed_videos\sequences\Side-6085-15__dropout__outdoor__6_8.npz,False,1.0,0.8433513740698496,0,train
Backside-8895-5,False,outdoor,8_10,processed_videos\sequences\Backside-8895-5__outdoor__8_10.npz,False,1.0,0.8688907126585642,0,test
Backside-8895-5,True,outdoor,8_10,processed_videos\sequences\Backside-8895-5__gaussian__outdoor__8_10.npz,False,1.0,0.8688907126585642,0,test
Backside-8895-5,True,outdoor,8_10,processed_videos\sequences\Backside-8895-5__timewarp__outdoor__8_10.npz,False,1.0,0.8688907126585642,0,test
Backside-8895-5,True,outdoor,8_10,processed_videos\sequences\Backside-8895-5__jitter__outdoor__8_10.npz,False,1.0,0.8688907126585642,0,test
Backside-8895-5,True,outdoor,8_10,processed_videos\sequences\Backside-8895-5__dropout__outdoor__8_10.npz,False,1.0,0.8688907126585642,0,test
Backside-8896-8,False,outdoor,8_10,processed_videos\sequences\Backside-8896-8__outdoor__8_10.npz,False,1.0,0.8804876009623209,0,train
Backside-8896-8,True,outdoor,8_10,processed_videos\sequences\Backside-8896-8__gaussian__outdoor__8_10.npz,False,1.0,0.8804876009623209,0,train
Backside-8896-8,True,outdoor,8_10,processed_videos\sequences\Backside-8896-8__timewarp__outdoor__8_10.npz,False,1.0,0.8804876009623209,0,train
Backside-8896-8,True,outdoor,8_10,processed_videos\sequences\Backside-8896-8__jitter__outdoor__8_10.npz,False,1.0,0.8804876009623209,0,train
Backside-8896-8,True,outdoor,8_10,processed_videos\sequences\Backside-8896-8__dropout__outdoor__8_10.npz,False,1.0,0.8804876009623209,0,train
Side-6084-3,False,outdoor,8_10,processed_videos\sequences\Side-6084-3__outdoor__8_10.npz,False,1.0,0.8449389636516571,0,train
Side-6084-3,True,outdoor,8_10,processed_videos\sequences\Side-6084-3__gaussian__outdoor__8_10.npz,False,1.0,0.8449389636516571,0,train
Side-6084-3,True,outdoor,8_10,processed_videos\sequences\Side-6084-3__timewarp__outdoor__8_10.npz,False,1.0,0.8449389636516571,0,train
Side-6084-3,True,outdoor,8_10,processed_videos\sequences\Side-6084-3__jitter__outdoor__8_10.npz,False,1.0,0.8449389636516571,0,train
Side-6084-3,True,outdoor,8_10,processed_videos\sequences\Side-6084-3__dropout__outdoor__8_10.npz,False,1.0,0.8449389636516571,0,train
Side-6085-5,False,outdoor,8_10,processed_videos\sequences\Side-6085-5__outdoor__8_10.npz,False,1.0,0.8510248164335886,0,train
Side-6085-5,True,outdoor,8_10,processed_videos\sequences\Side-6085-5__gaussian__outdoor__8_10.npz,False,1.0,0.8510248164335886,0,train
Side-6085-5,True,outdoor,8_10,processed_videos\sequences\Side-6085-5__timewarp__outdoor__8_10.npz,False,1.0,0.8510248164335886,0,train
Side-6085-5,True,outdoor,8_10,processed_videos\sequences\Side-6085-5__jitter__outdoor__8_10.npz,False,1.0,0.8510248164335886,0,train
Side-6085-5,True,outdoor,8_10,processed_videos\sequences\Side-6085-5__dropout__outdoor__8_10.npz,False,1.0,0.8510248164335886,0,train
