video_id,augmented,env,band,band_id,sequence_path,interpolation_mask_path,low_quality,valid_ratio,mean_visibility,longest_dropout,interpolation_ratio,split
Backside-8900-9_no01,False,outdoor,2_4,1,results\sequences\Backside-8900-9_no01__outdoor__2_4.npz,results\interp_masks\Backside-8900-9_no01__outdoor__2_4.npz,False,1.0,0.8145065903663635,0,0.15393939393939393,val
Backside-8900-9_no02,False,outdoor,2_4,1,results\sequences\Backside-8900-9_no02__outdoor__2_4.npz,results\interp_masks\Backside-8900-9_no02__outdoor__2_4.npz,False,1.0,0.8276729583740234,0,0.1406060606060606,train
Backside-8900-9_no03,False,outdoor,2_4,1,results\sequences\Backside-8900-9_no03__outdoor__2_4.npz,results\interp_masks\Backside-8900-9_no03__outdoor__2_4.npz,False,1.0,0.7053143481413523,0,0.19,train
Side-6086-8_no00,False,outdoor,2_4,1,results\sequences\Side-6086-8_no00__outdoor__2_4.npz,results\interp_masks\Side-6086-8_no00__outdoor__2_4.npz,False,1.0,0.9158602555592855,0,0.05787878787878788,train
Side-6086-8_no01,False,outdoor,2_4,1,results\sequences\Side-6086-8_no01__outdoor__2_4.npz,results\interp_masks\Side-6086-8_no01__outdoor__2_4.npz,True,0.0,0.0,100,1.0,val
Side-6086-8_no02,False,outdoor,2_4,1,results\sequences\Side-6086-8_no02__outdoor__2_4.npz,results\interp_masks\Side-6086-8_no02__outdoor__2_4.npz,False,1.0,0.8999546269575754,0,0.06545454545454546,train
Side-6086-8_no03,False,outdoor,2_4,1,results\sequences\Side-6086-8_no03__outdoor__2_4.npz,results\interp_masks\Side-6086-8_no03__outdoor__2_4.npz,False,1.0,0.7953232924143473,0,0.2703030303030303,train
Side-6086-9_no00,False,outdoor,2_4,1,results\sequences\Side-6086-9_no00__outdoor__2_4.npz,results\interp_masks\Side-6086-9_no00__outdoor__2_4.npz,False,1.0,0.9204889933268229,0,0.04575757575757576,test
Side-6086-9_no01,False,outdoor,2_4,1,results\sequences\Side-6086-9_no01__outdoor__2_4.npz,results\interp_masks\Side-6086-9_no01__outdoor__2_4.npz,False,1.0,0.9229386349519094,0,0.06060606060606061,test
Side-6086-9_no02,False,outdoor,2_4,1,results\sequences\Side-6086-9_no02__outdoor__2_4.npz,results\interp_masks\Side-6086-9_no02__outdoor__2_4.npz,False,1.0,0.9310244719187418,0,0.050606060606060606,val
Side-6086-9_no03,False,outdoor,2_4,1,results\sequences\Side-6086-9_no03__outdoor__2_4.npz,results\interp_masks\Side-6086-9_no03__outdoor__2_4.npz,False,1.0,0.8717437187830607,0,0.06121212121212121,test
Backside-8896-22_no00,False,outdoor,4_6,2,results\sequences\Backside-8896-22_no00__outdoor__4_6.npz,results\interp_masks\Backside-8896-22_no00__outdoor__4_6.npz,False,1.0,0.8055553436279297,0,0.1803030303030303,train
Backside-8896-22_no01,False,outdoor,4_6,2,results\sequences\Backside-8896-22_no01__outdoor__4_6.npz,results\interp_masks\Backside-8896-22_no01__outdoor__4_6.npz,False,1.0,0.8069161772727966,0,0.1781818181818182,train
Backside-8896-22_no02,False,outdoor,4_6,2,results\sequences\Backside-8896-22_no02__outdoor__4_6.npz,results\interp_masks\Backside-8896-22_no02__outdoor__4_6.npz,False,1.0,0.7462822794914246,0,0.18757575757575756,train
Backside-8896-22_no03,False,outdoor,4_6,2,results\sequences\Backside-8896-22_no03__outdoor__4_6.npz,results\interp_masks\Backside-8896-22_no03__outdoor__4_6.npz,False,1.0,0.829715758562088,0,0.14636363636363636,val
Backside-8896-23_no00,False,outdoor,4_6,2,results\sequences\Backside-8896-23_no00__outdoor__4_6.npz,results\interp_masks\Backside-8896-23_no00__outdoor__4_6.npz,False,1.0,0.8304189741611481,0,0.07787878787878788,train
Backside-8896-23_no01,False,outdoor,4_6,2,results\sequences\Backside-8896-23_no01__outdoor__4_6.npz,results\interp_masks\Backside-8896-23_no01__outdoor__4_6.npz,False,1.0,0.8573082685470581,0,0.1,train
Backside-8896-23_no02,False,outdoor,4_6,2,results\sequences\Backside-8896-23_no02__outdoor__4_6.npz,results\interp_masks\Backside-8896-23_no02__outdoor__4_6.npz,False,1.0,0.8549433449904124,0,0.11242424242424243,test
Backside-8896-23_no03,False,outdoor,4_6,2,results\sequences\Backside-8896-23_no03__outdoor__4_6.npz,results\interp_masks\Backside-8896-23_no03__outdoor__4_6.npz,False,1.0,0.8574600120385488,0,0.11090909090909092,val
Backside-8900-3_no00,False,outdoor,4_6,2,results\sequences\Backside-8900-3_no00__outdoor__4_6.npz,results\interp_masks\Backside-8900-3_no00__outdoor__4_6.npz,False,1.0,0.8707358241081238,0,0.07333333333333333,val
Backside-8900-3_no01,False,outdoor,4_6,2,results\sequences\Backside-8900-3_no01__outdoor__4_6.npz,results\interp_masks\Backside-8900-3_no01__outdoor__4_6.npz,False,1.0,0.8750388423601786,0,0.06909090909090909,train
Backside-8900-3_no02,False,outdoor,4_6,2,results\sequences\Backside-8900-3_no02__outdoor__4_6.npz,results\interp_masks\Backside-8900-3_no02__outdoor__4_6.npz,False,1.0,0.8646363814671835,0,0.051515151515151514,train
Backside-8900-3_no03,False,outdoor,4_6,2,results\sequences\Backside-8900-3_no03__outdoor__4_6.npz,results\interp_masks\Backside-8900-3_no03__outdoor__4_6.npz,False,1.0,0.8058342436949412,0,0.14454545454545453,val
Side-6086-1_no00,False,outdoor,4_6,2,results\sequences\Side-6086-1_no00__outdoor__4_6.npz,results\interp_masks\Side-6086-1_no00__outdoor__4_6.npz,False,1.0,0.9001502195994059,0,0.044848484848484846,train
Side-6086-1_no01,False,outdoor,4_6,2,results\sequences\Side-6086-1_no01__outdoor__4_6.npz,results\interp_masks\Side-6086-1_no01__outdoor__4_6.npz,False,1.0,0.9256906310717264,0,0.023333333333333334,test
Side-6086-1_no02,False,outdoor,4_6,2,results\sequences\Side-6086-1_no02__outdoor__4_6.npz,results\interp_masks\Side-6086-1_no02__outdoor__4_6.npz,False,1.0,0.9224057197570801,0,0.04090909090909091,train
Side-6086-1_no03,False,outdoor,4_6,2,results\sequences\Side-6086-1_no03__outdoor__4_6.npz,results\interp_masks\Side-6086-1_no03__outdoor__4_6.npz,False,1.0,0.9454351564248403,0,0.05272727272727273,train
Side-6086-4_no00,False,outdoor,4_6,2,results\sequences\Side-6086-4_no00__outdoor__4_6.npz,results\interp_masks\Side-6086-4_no00__outdoor__4_6.npz,False,1.0,0.9241328736146291,0,0.04878787878787879,train
Side-6086-4_no01,False,outdoor,4_6,2,results\sequences\Side-6086-4_no01__outdoor__4_6.npz,results\interp_masks\Side-6086-4_no01__outdoor__4_6.npz,True,0.0,0.0,100,1.0,train
Side-6086-4_no02,False,outdoor,4_6,2,results\sequences\Side-6086-4_no02__outdoor__4_6.npz,results\interp_masks\Side-6086-4_no02__outdoor__4_6.npz,False,1.0,0.9329128960768381,0,0.062424242424242424,train
Side-6086-4_no03,False,outdoor,4_6,2,results\sequences\Side-6086-4_no03__outdoor__4_6.npz,results\interp_masks\Side-6086-4_no03__outdoor__4_6.npz,False,1.0,0.9268404245376587,0,0.05787878787878788,train
Side-6086-5_no00,False,outdoor,4_6,2,results\sequences\Side-6086-5_no00__outdoor__4_6.npz,results\interp_masks\Side-6086-5_no00__outdoor__4_6.npz,False,1.0,0.9165252447128296,0,0.04363636363636364,train
Side-6086-5_no01,False,outdoor,4_6,2,results\sequences\Side-6086-5_no01__outdoor__4_6.npz,results\interp_masks\Side-6086-5_no01__outdoor__4_6.npz,False,1.0,0.9162714978059133,0,0.0703030303030303,val
Side-6086-5_no02,False,outdoor,4_6,2,results\sequences\Side-6086-5_no02__outdoor__4_6.npz,results\interp_masks\Side-6086-5_no02__outdoor__4_6.npz,False,1.0,0.910042812426885,0,0.062424242424242424,val
Side-6086-5_no03,False,outdoor,4_6,2,results\sequences\Side-6086-5_no03__outdoor__4_6.npz,results\interp_masks\Side-6086-5_no03__outdoor__4_6.npz,False,1.0,0.9316545824209849,0,0.06545454545454546,train
Backside-8895-16_no00,False,outdoor,6_8,3,results\sequences\Backside-8895-16_no00__outdoor__6_8.npz,results\interp_masks\Backside-8895-16_no00__outdoor__6_8.npz,False,1.0,0.8526434699694315,0,0.16454545454545455,train
Backside-8895-16_no01,False,outdoor,6_8,3,results\sequences\Backside-8895-16_no01__outdoor__6_8.npz,results\interp_masks\Backside-8895-16_no01__outdoor__6_8.npz,False,1.0,0.836936374505361,0,0.1906060606060606,train
Backside-8895-16_no02,False,outdoor,6_8,3,results\sequences\Backside-8895-16_no02__outdoor__6_8.npz,results\interp_masks\Backside-8895-16_no02__outdoor__6_8.npz,False,1.0,0.8481798966725668,0,0.16515151515151516,train
Backside-8895-16_no03,False,outdoor,6_8,3,results\sequences\Backside-8895-16_no03__outdoor__6_8.npz,results\interp_masks\Backside-8895-16_no03__outdoor__6_8.npz,False,1.0,0.868564228216807,0,0.1384848484848485,test
Backside-8896-14_no00,False,outdoor,6_8,3,results\sequences\Backside-8896-14_no00__outdoor__6_8.npz,results\interp_masks\Backside-8896-14_no00__outdoor__6_8.npz,False,1.0,0.8845735490322113,0,0.018787878787878787,train
Backside-8896-14_no01,False,outdoor,6_8,3,results\sequences\Backside-8896-14_no01__outdoor__6_8.npz,results\interp_masks\Backside-8896-14_no01__outdoor__6_8.npz,False,1.0,0.7519522309303284,0,0.3563636363636364,train
Backside-8896-14_no02,False,outdoor,6_8,3,results\sequences\Backside-8896-14_no02__outdoor__6_8.npz,results\interp_masks\Backside-8896-14_no02__outdoor__6_8.npz,False,1.0,0.8656908174355825,0,0.1193939393939394,test
Backside-8896-14_no03,False,outdoor,6_8,3,results\sequences\Backside-8896-14_no03__outdoor__6_8.npz,results\interp_masks\Backside-8896-14_no03__outdoor__6_8.npz,False,1.0,0.8702140947182974,0,0.020606060606060607,train
Backside-8896-9_no00,False,outdoor,6_8,3,results\sequences\Backside-8896-9_no00__outdoor__6_8.npz,results\interp_masks\Backside-8896-9_no00__outdoor__6_8.npz,False,1.0,0.8579117556413015,0,0.05515151515151515,train
Backside-8896-9_no01,False,outdoor,6_8,3,results\sequences\Backside-8896-9_no01__outdoor__6_8.npz,results\interp_masks\Backside-8896-9_no01__outdoor__6_8.npz,False,1.0,0.7578903287649155,0,0.20939393939393938,train
Backside-8896-9_no02,False,outdoor,6_8,3,results\sequences\Backside-8896-9_no02__outdoor__6_8.npz,results\interp_masks\Backside-8896-9_no02__outdoor__6_8.npz,False,1.0,0.8442595303058624,0,0.15363636363636363,train
Backside-8896-9_no03,False,outdoor,6_8,3,results\sequences\Backside-8896-9_no03__outdoor__6_8.npz,results\interp_masks\Backside-8896-9_no03__outdoor__6_8.npz,False,1.0,0.8603081901868185,0,0.09242424242424242,train
Side-6084-18_no00,False,outdoor,6_8,3,results\sequences\Side-6084-18_no00__outdoor__6_8.npz,results\interp_masks\Side-6084-18_no00__outdoor__6_8.npz,False,1.0,0.9364745318889618,0,0.05848484848484849,val
Side-6084-18_no01,False,outdoor,6_8,3,results\sequences\Side-6084-18_no01__outdoor__6_8.npz,results\interp_masks\Side-6084-18_no01__outdoor__6_8.npz,False,1.0,0.8465619583924612,0,0.2496969696969697,train
Side-6084-18_no02,False,outdoor,6_8,3,results\sequences\Side-6084-18_no02__outdoor__6_8.npz,results\interp_masks\Side-6084-18_no02__outdoor__6_8.npz,False,1.0,0.6885335842768351,0,0.3942424242424242,test
Side-6084-18_no03,False,outdoor,6_8,3,results\sequences\Side-6084-18_no03__outdoor__6_8.npz,results\interp_masks\Side-6084-18_no03__outdoor__6_8.npz,True,1.0,0.5365568747123083,0,0.7854545454545454,train
Side-6085-10_no00,False,outdoor,6_8,3,results\sequences\Side-6085-10_no00__outdoor__6_8.npz,results\interp_masks\Side-6085-10_no00__outdoor__6_8.npz,False,1.0,0.9157276749610901,0,0.03696969696969697,train
Side-6085-10_no01,False,outdoor,6_8,3,results\sequences\Side-6085-10_no01__outdoor__6_8.npz,results\interp_masks\Side-6085-10_no01__outdoor__6_8.npz,False,1.0,0.9487995505332947,0,0.018484848484848486,train
Side-6085-10_no02,False,outdoor,6_8,3,results\sequences\Side-6085-10_no02__outdoor__6_8.npz,results\interp_masks\Side-6085-10_no02__outdoor__6_8.npz,False,1.0,0.914121001958847,0,0.06303030303030303,train
Side-6085-10_no03,False,outdoor,6_8,3,results\sequences\Side-6085-10_no03__outdoor__6_8.npz,results\interp_masks\Side-6085-10_no03__outdoor__6_8.npz,False,1.0,0.9177034596602122,0,0.05818181818181818,test
Side-6085-15_no00,False,outdoor,6_8,3,results\sequences\Side-6085-15_no00__outdoor__6_8.npz,results\interp_masks\Side-6085-15_no00__outdoor__6_8.npz,False,1.0,0.9470973412195841,0,0.0033333333333333335,train
Side-6085-15_no01,False,outdoor,6_8,3,results\sequences\Side-6085-15_no01__outdoor__6_8.npz,results\interp_masks\Side-6085-15_no01__outdoor__6_8.npz,False,1.0,0.8675821125507355,0,0.10151515151515152,train
Side-6085-15_no02,False,outdoor,6_8,3,results\sequences\Side-6085-15_no02__outdoor__6_8.npz,results\interp_masks\Side-6085-15_no02__outdoor__6_8.npz,False,1.0,0.9354568819204966,0,0.024545454545454544,test
Side-6085-15_no03,False,outdoor,6_8,3,results\sequences\Side-6085-15_no03__outdoor__6_8.npz,results\interp_masks\Side-6085-15_no03__outdoor__6_8.npz,True,0.0,0.0,100,1.0,train
Backside-8895-5_no00,False,outdoor,8_10,4,results\sequences\Backside-8895-5_no00__outdoor__8_10.npz,results\interp_masks\Backside-8895-5_no00__outdoor__8_10.npz,False,1.0,0.872277686993281,0,0.08515151515151514,test
Backside-8895-5_no01,False,outdoor,8_10,4,results\sequences\Backside-8895-5_no01__outdoor__8_10.npz,results\interp_masks\Backside-8895-5_no01__outdoor__8_10.npz,False,1.0,0.8465149601300558,0,0.12454545454545454,test
Backside-8895-5_no02,False,outdoor,8_10,4,results\sequences\Backside-8895-5_no02__outdoor__8_10.npz,results\interp_masks\Backside-8895-5_no02__outdoor__8_10.npz,False,1.0,0.8428837458292643,0,0.1,val
Backside-8895-5_no03,False,outdoor,8_10,4,results\sequences\Backside-8895-5_no03__outdoor__8_10.npz,results\interp_masks\Backside-8895-5_no03__outdoor__8_10.npz,False,1.0,0.8526880542437235,0,0.08060606060606061,test
Backside-8896-8_no00,False,outdoor,8_10,4,results\sequences\Backside-8896-8_no00__outdoor__8_10.npz,results\interp_masks\Backside-8896-8_no00__outdoor__8_10.npz,False,1.0,0.8496603071689606,0,0.07727272727272727,train
Backside-8896-8_no01,False,outdoor,8_10,4,results\sequences\Backside-8896-8_no01__outdoor__8_10.npz,results\interp_masks\Backside-8896-8_no01__outdoor__8_10.npz,False,1.0,0.8673145572344462,0,0.10454545454545454,train
Backside-8896-8_no02,False,outdoor,8_10,4,results\sequences\Backside-8896-8_no02__outdoor__8_10.npz,results\interp_masks\Backside-8896-8_no02__outdoor__8_10.npz,False,1.0,0.867834468682607,0,0.10242424242424242,train
Backside-8896-8_no03,False,outdoor,8_10,4,results\sequences\Backside-8896-8_no03__outdoor__8_10.npz,results\interp_masks\Backside-8896-8_no03__outdoor__8_10.npz,False,1.0,0.7952907383441925,0,0.18212121212121213,val
Side-6084-3_no00,False,outdoor,8_10,4,results\sequences\Side-6084-3_no00__outdoor__8_10.npz,results\interp_masks\Side-6084-3_no00__outdoor__8_10.npz,False,1.0,0.8886685868104299,0,0.0,train
Side-6084-3_no01,False,outdoor,8_10,4,results\sequences\Side-6084-3_no01__outdoor__8_10.npz,results\interp_masks\Side-6084-3_no01__outdoor__8_10.npz,False,1.0,0.9626274406909943,0,0.01,train
Side-6084-3_no02,False,outdoor,8_10,4,results\sequences\Side-6084-3_no02__outdoor__8_10.npz,results\interp_masks\Side-6084-3_no02__outdoor__8_10.npz,False,1.0,0.9223555425802866,0,0.0006060606060606061,train
Side-6084-3_no03,False,outdoor,8_10,4,results\sequences\Side-6084-3_no03__outdoor__8_10.npz,results\interp_masks\Side-6084-3_no03__outdoor__8_10.npz,False,1.0,0.8538583417733511,0,0.09090909090909091,train
Side-6085-5_no00,False,outdoor,8_10,4,results\sequences\Side-6085-5_no00__outdoor__8_10.npz,results\interp_masks\Side-6085-5_no00__outdoor__8_10.npz,False,1.0,0.7419871141513189,0,0.16090909090909092,val
Side-6085-5_no01,False,outdoor,8_10,4,results\sequences\Side-6085-5_no01__outdoor__8_10.npz,results\interp_masks\Side-6085-5_no01__outdoor__8_10.npz,False,1.0,0.9316820899645487,0,0.018787878787878787,train
Side-6085-5_no02,False,outdoor,8_10,4,results\sequences\Side-6085-5_no02__outdoor__8_10.npz,results\interp_masks\Side-6085-5_no02__outdoor__8_10.npz,True,0.81,0.37982551256815594,19,0.8836363636363637,train
Side-6085-5_no03,False,outdoor,8_10,4,results\sequences\Side-6085-5_no03__outdoor__8_10.npz,results\interp_masks\Side-6085-5_no03__outdoor__8_10.npz,False,1.0,0.7990342378616333,0,0.13696969696969696,train
Backside-8767-14_no01,True,indoor,1_2,0,results\sequences\Backside-8767-14_no01__dropout__indoor__1_2.npz,results\interp_masks\Backside-8767-14_no01__dropout__indoor__1_2.npz,False,1.0,0.7590310623248419,0,0.0,train
Backside-8767-16_no03,True,indoor,1_2,0,results\sequences\Backside-8767-16_no03__dropout__indoor__1_2.npz,results\interp_masks\Backside-8767-16_no03__dropout__indoor__1_2.npz,False,1.0,0.7875920931498209,0,0.0,train
Backside-8767-17_no01,True,indoor,1_2,0,results\sequences\Backside-8767-17_no01__dropout__indoor__1_2.npz,results\interp_masks\Backside-8767-17_no01__dropout__indoor__1_2.npz,False,1.0,0.8262991507848104,0,0.0,train
Backside-8767-17_no02,True,indoor,1_2,0,results\sequences\Backside-8767-17_no02__dropout__indoor__1_2.npz,results\interp_masks\Backside-8767-17_no02__dropout__indoor__1_2.npz,False,1.0,0.8368206024169922,0,0.0,train
Side-6020-15_no00,True,indoor,1_2,0,results\sequences\Side-6020-15_no00__dropout__indoor__1_2.npz,results\interp_masks\Side-6020-15_no00__dropout__indoor__1_2.npz,False,1.0,0.9337978661060333,0,0.0,train
Side-6020-15_no01,True,indoor,1_2,0,results\sequences\Side-6020-15_no01__dropout__indoor__1_2.npz,results\interp_masks\Side-6020-15_no01__dropout__indoor__1_2.npz,False,1.0,0.9392841458320618,0,0.0,train
Side-6020-15_no02,True,indoor,1_2,0,results\sequences\Side-6020-15_no02__dropout__indoor__1_2.npz,results\interp_masks\Side-6020-15_no02__dropout__indoor__1_2.npz,False,1.0,0.9150137503941854,0,0.0,train
Side-6020-15_no03,True,indoor,1_2,0,results\sequences\Side-6020-15_no03__dropout__indoor__1_2.npz,results\interp_masks\Side-6020-15_no03__dropout__indoor__1_2.npz,False,1.0,0.9219080011049906,0,0.0,train
Side-6020-7_no00,True,indoor,1_2,0,results\sequences\Side-6020-7_no00__dropout__indoor__1_2.npz,results\interp_masks\Side-6020-7_no00__dropout__indoor__1_2.npz,False,1.0,0.9284019668896993,0,0.0,train
Side-6020-7_no02,True,indoor,1_2,0,results\sequences\Side-6020-7_no02__dropout__indoor__1_2.npz,results\interp_masks\Side-6020-7_no02__dropout__indoor__1_2.npz,False,1.0,0.9210123221079508,0,0.0,train
Side-6020-9_no00,True,indoor,1_2,0,results\sequences\Side-6020-9_no00__dropout__indoor__1_2.npz,results\interp_masks\Side-6020-9_no00__dropout__indoor__1_2.npz,False,1.0,0.9519848922888438,0,0.0,train
Side-6020-9_no01,True,indoor,1_2,0,results\sequences\Side-6020-9_no01__dropout__indoor__1_2.npz,results\interp_masks\Side-6020-9_no01__dropout__indoor__1_2.npz,False,1.0,0.8981922268867493,0,0.0,train
Backside-8767-2_no00,True,indoor,2_4,1,results\sequences\Backside-8767-2_no00__dropout__indoor__2_4.npz,results\interp_masks\Backside-8767-2_no00__dropout__indoor__2_4.npz,False,1.0,0.8531053165594736,0,0.0,train
Backside-8767-2_no01,True,indoor,2_4,1,results\sequences\Backside-8767-2_no01__dropout__indoor__2_4.npz,results\interp_masks\Backside-8767-2_no01__dropout__indoor__2_4.npz,False,1.0,0.7707452525695165,0,0.0,train
Backside-8767-2_no02,True,indoor,2_4,1,results\sequences\Backside-8767-2_no02__dropout__indoor__2_4.npz,results\interp_masks\Backside-8767-2_no02__dropout__indoor__2_4.npz,False,1.0,0.7677542666594187,0,0.0,train
Backside-8767-3_no00,True,indoor,2_4,1,results\sequences\Backside-8767-3_no00__dropout__indoor__2_4.npz,results\interp_masks\Backside-8767-3_no00__dropout__indoor__2_4.npz,False,1.0,0.7912379304567972,0,0.0,train
Backside-8767-3_no01,True,indoor,2_4,1,results\sequences\Backside-8767-3_no01__dropout__indoor__2_4.npz,results\interp_masks\Backside-8767-3_no01__dropout__indoor__2_4.npz,False,1.0,0.7955849568049113,0,0.0,train
Backside-8767-3_no02,True,indoor,2_4,1,results\sequences\Backside-8767-3_no02__dropout__indoor__2_4.npz,results\interp_masks\Backside-8767-3_no02__dropout__indoor__2_4.npz,False,1.0,0.8536505798498789,0,0.0,train
Side-6020-2_no00,True,indoor,2_4,1,results\sequences\Side-6020-2_no00__dropout__indoor__2_4.npz,results\interp_masks\Side-6020-2_no00__dropout__indoor__2_4.npz,False,1.0,0.9501717587312063,0,0.0,train
Side-6020-2_no02,True,indoor,2_4,1,results\sequences\Side-6020-2_no02__dropout__indoor__2_4.npz,results\interp_masks\Side-6020-2_no02__dropout__indoor__2_4.npz,False,1.0,0.9357040325800577,0,0.0,train
Side-6020-2_no03,True,indoor,2_4,1,results\sequences\Side-6020-2_no03__dropout__indoor__2_4.npz,results\interp_masks\Side-6020-2_no03__dropout__indoor__2_4.npz,False,1.0,0.9394772251447042,0,0.0,train
Side-6020-3_no00,True,indoor,2_4,1,results\sequences\Side-6020-3_no00__dropout__indoor__2_4.npz,results\interp_masks\Side-6020-3_no00__dropout__indoor__2_4.npz,False,1.0,0.93177330493927,0,0.0,train
Side-6020-3_no01,True,indoor,2_4,1,results\sequences\Side-6020-3_no01__dropout__indoor__2_4.npz,results\interp_masks\Side-6020-3_no01__dropout__indoor__2_4.npz,False,1.0,0.9131423731644949,0,0.0,train
Side-6020-3_no03,True,indoor,2_4,1,results\sequences\Side-6020-3_no03__dropout__indoor__2_4.npz,results\interp_masks\Side-6020-3_no03__dropout__indoor__2_4.npz,False,1.0,0.9293651183446249,0,0.0,train
Backside-8767-4_no01,True,indoor,4_6,2,results\sequences\Backside-8767-4_no01__dropout__indoor__4_6.npz,results\interp_masks\Backside-8767-4_no01__dropout__indoor__4_6.npz,False,1.0,0.7434779405593872,0,0.0,train
Backside-8767-4_no02,True,indoor,4_6,2,results\sequences\Backside-8767-4_no02__dropout__indoor__4_6.npz,results\interp_masks\Backside-8767-4_no02__dropout__indoor__4_6.npz,False,1.0,0.7850678364435831,0,0.0,train
Backside-8767-4_no03,True,indoor,4_6,2,results\sequences\Backside-8767-4_no03__dropout__indoor__4_6.npz,results\interp_masks\Backside-8767-4_no03__dropout__indoor__4_6.npz,False,1.0,0.7480666587750117,0,0.0,train
Backside-8767-5_no00,True,indoor,4_6,2,results\sequences\Backside-8767-5_no00__dropout__indoor__4_6.npz,results\interp_masks\Backside-8767-5_no00__dropout__indoor__4_6.npz,False,1.0,0.8465969264507294,0,0.0,train
Backside-8767-5_no01,True,indoor,4_6,2,results\sequences\Backside-8767-5_no01__dropout__indoor__4_6.npz,results\interp_masks\Backside-8767-5_no01__dropout__indoor__4_6.npz,False,1.0,0.7748313248157501,0,0.0,train
Backside-8767-5_no03,True,indoor,4_6,2,results\sequences\Backside-8767-5_no03__dropout__indoor__4_6.npz,results\interp_masks\Backside-8767-5_no03__dropout__indoor__4_6.npz,False,1.0,0.8014903863271078,0,0.0,train
Backside-8767-6_no00,True,indoor,4_6,2,results\sequences\Backside-8767-6_no00__dropout__indoor__4_6.npz,results\interp_masks\Backside-8767-6_no00__dropout__indoor__4_6.npz,False,1.0,0.8278779884179434,0,0.0,train
Backside-8767-6_no03,True,indoor,4_6,2,results\sequences\Backside-8767-6_no03__dropout__indoor__4_6.npz,results\interp_masks\Backside-8767-6_no03__dropout__indoor__4_6.npz,False,1.0,0.8303037186463674,0,0.0,train
Side-6016-18_no01,True,indoor,4_6,2,results\sequences\Side-6016-18_no01__dropout__indoor__4_6.npz,results\interp_masks\Side-6016-18_no01__dropout__indoor__4_6.npz,False,1.0,0.8622094293435415,0,0.0,train
Side-6016-18_no02,True,indoor,4_6,2,results\sequences\Side-6016-18_no02__dropout__indoor__4_6.npz,results\interp_masks\Side-6016-18_no02__dropout__indoor__4_6.npz,False,1.0,0.7213995556036631,0,0.0,train
Side-6016-18_no03,True,indoor,4_6,2,results\sequences\Side-6016-18_no03__dropout__indoor__4_6.npz,results\interp_masks\Side-6016-18_no03__dropout__indoor__4_6.npz,False,1.0,0.9393475651741028,0,0.0,train
Side-6020-6_no00,True,indoor,4_6,2,results\sequences\Side-6020-6_no00__dropout__indoor__4_6.npz,results\interp_masks\Side-6020-6_no00__dropout__indoor__4_6.npz,False,1.0,0.9274452924728394,0,0.0,train
Side-6020-6_no02,True,indoor,4_6,2,results\sequences\Side-6020-6_no02__dropout__indoor__4_6.npz,results\interp_masks\Side-6020-6_no02__dropout__indoor__4_6.npz,False,1.0,0.9340383211771647,0,0.0,train
Side-6020-8_no00,True,indoor,4_6,2,results\sequences\Side-6020-8_no00__dropout__indoor__4_6.npz,results\interp_masks\Side-6020-8_no00__dropout__indoor__4_6.npz,False,1.0,0.9353886246681213,0,0.0,train
Side-6020-8_no01,True,indoor,4_6,2,results\sequences\Side-6020-8_no01__dropout__indoor__4_6.npz,results\interp_masks\Side-6020-8_no01__dropout__indoor__4_6.npz,False,1.0,0.9248934388160706,0,0.0,train
Side-6020-8_no02,True,indoor,4_6,2,results\sequences\Side-6020-8_no02__dropout__indoor__4_6.npz,results\interp_masks\Side-6020-8_no02__dropout__indoor__4_6.npz,False,1.0,0.9494526783625284,0,0.0,train
Side-6020-8_no03,True,indoor,4_6,2,results\sequences\Side-6020-8_no03__dropout__indoor__4_6.npz,results\interp_masks\Side-6020-8_no03__dropout__indoor__4_6.npz,False,1.0,0.935741146405538,0,0.0,train
Backside-8751-3_no01,True,indoor,6_8,3,results\sequences\Backside-8751-3_no01__dropout__indoor__6_8.npz,results\interp_masks\Backside-8751-3_no01__dropout__indoor__6_8.npz,False,1.0,0.8787366151809692,0,0.0,train
Backside-8751-3_no02,True,indoor,6_8,3,results\sequences\Backside-8751-3_no02__dropout__indoor__6_8.npz,results\interp_masks\Backside-8751-3_no02__dropout__indoor__6_8.npz,False,1.0,0.8580933113892873,0,0.0,train
Backside-8751-5_no00,True,indoor,6_8,3,results\sequences\Backside-8751-5_no00__dropout__indoor__6_8.npz,results\interp_masks\Backside-8751-5_no00__dropout__indoor__6_8.npz,False,1.0,0.8600506981213888,0,0.0,train
Backside-8751-5_no01,True,indoor,6_8,3,results\sequences\Backside-8751-5_no01__dropout__indoor__6_8.npz,results\interp_masks\Backside-8751-5_no01__dropout__indoor__6_8.npz,False,1.0,0.8462158044179281,0,0.0,train
Backside-8751-5_no02,True,indoor,6_8,3,results\sequences\Backside-8751-5_no02__dropout__indoor__6_8.npz,results\interp_masks\Backside-8751-5_no02__dropout__indoor__6_8.npz,False,1.0,0.8631315430005392,0,0.0,train
Backside-8751-5_no03,True,indoor,6_8,3,results\sequences\Backside-8751-5_no03__dropout__indoor__6_8.npz,results\interp_masks\Backside-8751-5_no03__dropout__indoor__6_8.npz,False,1.0,0.8565585513909658,0,0.0,train
Backside-8751-6_no00,True,indoor,6_8,3,results\sequences\Backside-8751-6_no00__dropout__indoor__6_8.npz,results\interp_masks\Backside-8751-6_no00__dropout__indoor__6_8.npz,False,1.0,0.8496550420920054,0,0.0,train
